Generation,Original strategy,Short original strategy,simplified strategy,Short simplified strategy,Original Depth,Simplified Depth,Original Complexity,Simple Complexity
0,if-then-else:and:equalstype:type-action:drag-action:left-clicks-available:random-unexecuted-action-of-type:hit-key-action:random-least-executed-action:,GA83CH26X,random-least-executed-action:,X,4,1,2,1
0,random-action-of-type:type-of-action-of:random-action:,V5U,random-action:,U,3,1,1,1
0,random-unexecuted-action-of-type:hit-key-action:,26,random-unexecuted-action-of-type:hit-key-action:,26,2,2,1,1
0,random-action-of-type:drag-action:,VC,random-action-of-type:drag-action:,VC,2,2,1,1
0,random-unexecuted-action-of-type:click-action:,2B,random-unexecuted-action-of-type:click-action:,2B,2,2,1,1
0,random-unexecuted-action-of-type:drag-action:,2C,random-unexecuted-action-of-type:drag-action:,2C,2,2,1,1
0,if-then-else:equals:number-of-drag-actions:number-of-previous-actions:random-action-of-type-other-than:click-action:previous-action:,GELNWBT,if-then-else:equals:number-of-drag-actions:number-of-previous-actions:random-action-of-type-other-than:click-action:previous-action:,GELNWBT,3,3,2,2
0,random-action-of-type:hit-key-action:,V6,random-action-of-type:hit-key-action:,V6,2,2,1,1
0,random-action-of-type:type-of-action-of:random-action-of-type:type-of-action-of:random-action-of-type:drag-action:,V5V5VC,random-action-of-type:drag-action:,VC,6,2,1,1
0,random-action-of-type-other-than:type-of-action-of:if-then-else:drag-actions-available:if-then-else:equalstype:drag-action:type-action:previous-action:random-action:random-most-executed-action:,W5GDG8C3TUY,random-action-of-type-other-than:type-of-action-of:if-then-else:drag-actions-available:random-action:random-most-executed-action:,W5GDUY,6,4,3,2
0,if-then-else:or:drag-actions-available:type-actions-available:previous-action:previous-action:,GSD4TT,previous-action:,T,3,1,2,1
0,if-then-else:equalstype:click-action:drag-action:random-action-of-type-other-than:click-action:random-action-of-type-other-than:drag-action:,G8BCWBWC,random-action-of-type-other-than:drag-action:,WC,3,2,2,1
0,random-action-of-type:type-of-action-of:random-action-of-type-other-than:type-of-action-of:if-then-else:equals:number-of-actions-of-type:hit-key-action:number-of-actions-of-type:click-action:if-then-else:not:state-has-not-changed:random-action-of-type:drag-action:random-unexecuted-action-of-type:hit-key-action:random-unexecuted-action-of-type:type-of-action-of:previous-action:,V5W5GEK6KBGI7VC2625T,random-action-of-type:type-of-action-of:random-action-of-type-other-than:type-of-action-of:if-then-else:equals:number-of-actions-of-type:hit-key-action:number-of-actions-of-type:click-action:if-then-else:not:state-has-not-changed:random-action-of-type:drag-action:random-unexecuted-action-of-type:hit-key-action:random-unexecuted-action-of-type:type-of-action-of:previous-action:,V5W5GEK6KBGI7VC2625T,8,8,3,3
0,random-action-of-type-other-than:type-of-action-of:if-then-else:or:equals:number-of-actions-of-type:type-of-action-of:random-least-executed-action:number-of-actions-of-type:type-of-action-of:random-least-executed-action:equalstype:type-of-action-of:random-unexecuted-action-of-type:drag-action:type-of-action-of:random-unexecuted-action-of-type:type-action:random-action-of-type:type-of-action-of:random-action-of-type-other-than:type-of-action-of:random-action:random-action-of-type-other-than:type-of-action-of:random-unexecuted-action-of-type:type-of-action-of:previous-action:,W5GSEK5XK5X852C523V5W5UW525T,random-action-of-type-other-than:type-of-action-of:random-action-of-type-other-than:type-of-action-of:random-action:,W5W5U,8,5,2,1
0,random-unexecuted-action-of-type:type-of-action-of:previous-action:,25T,random-unexecuted-action-of-type:type-of-action-of:previous-action:,25T,3,3,1,1
0,if-then-else:and:drag-actions-available:left-clicks-available:random-unexecuted-action:random-unexecuted-action:,GADH11,random-unexecuted-action:,1,3,1,2,1
0,if-then-else:greater-than:number-of-unexecuted-drag-actions:number-of-unexecuted-drag-actions:random-unexecuted-action:random-most-executed-action:,GFPP1Y,random-most-executed-action:,Y,3,1,2,1
0,if-then-else:drag-actions-available:random-unexecuted-action:random-most-executed-action:,GD1Y,if-then-else:drag-actions-available:random-unexecuted-action:random-most-executed-action:,GD1Y,2,2,2,2
0,random-action-of-type-other-than:type-of-action-of:random-action:,W5U,random-action-of-type-other-than:type-of-action-of:random-action:,W5U,3,3,1,1
0,random-action-of-type-other-than:hit-key-action:,W6,random-action-of-type-other-than:hit-key-action:,W6,2,2,1,1
0,if-then-else:greater-than:number-of-actions:number-of-unexecuted-type-actions:random-action:if-then-else:equals:number-of-previous-actions:number-of-previous-actions:if-then-else:left-clicks-available:random-unexecuted-action:random-unexecuted-action:random-action-of-type-other-than:hit-key-action:,GFJRUGENNGH11W6,if-then-else:greater-than:number-of-actions:number-of-unexecuted-type-actions:random-action:random-unexecuted-action:,GFJRU1,4,3,4,2
0,if-then-else:not:greater-than:number-of-left-clicks:number-of-type-actions:random-action-of-type:hit-key-action:if-then-else:state-has-not-changed:if-then-else:greater-than:number-of-actions:number-of-unexecuted-left-clicks:random-action:random-most-executed-action:random-unexecuted-action:,GIFMOV6G7GFJQUY1,if-then-else:not:greater-than:number-of-left-clicks:number-of-type-actions:random-action-of-type:hit-key-action:if-then-else:state-has-not-changed:if-then-else:greater-than:number-of-actions:number-of-unexecuted-left-clicks:random-action:random-most-executed-action:random-unexecuted-action:,GIFMOV6G7GFJQUY1,5,5,4,4
0,random-action-of-type-other-than:type-of-action-of:random-action-of-type:type-action:,W5V3,random-action-of-type-other-than:type-action:,W3,4,2,1,1
0,random-action-of-type-other-than:type-of-action-of:random-unexecuted-action-of-type:type-of-action-of:random-unexecuted-action:,W5251,random-action-of-type-other-than:type-of-action-of:random-unexecuted-action:,W51,5,3,1,1
0,if-then-else:equalstype:hit-key-action:type-of-action-of:random-action:if-then-else:equalstype:drag-action:drag-action:random-most-executed-action:random-unexecuted-action:random-unexecuted-action:,G865UG8CCY11,if-then-else:equalstype:hit-key-action:type-of-action-of:random-action:random-most-executed-action:random-unexecuted-action:,G865UY1,4,4,3,2
0,if-then-else:left-clicks-available:random-least-executed-action:random-least-executed-action:,GHXX,random-least-executed-action:,X,2,1,2,1
0,random-unexecuted-action-of-type:type-of-action-of:random-action-of-type-other-than:type-of-action-of:random-unexecuted-action-of-type:type-of-action-of:random-action-of-type:click-action:,25W525VB,random-unexecuted-action-of-type:type-of-action-of:random-action-of-type-other-than:click-action:,25WB,8,4,1,1
0,random-unexecuted-action-of-type:type-of-action-of:random-unexecuted-action-of-type:type-of-action-of:random-unexecuted-action:,25251,random-unexecuted-action:,1,5,1,1,1
0,random-action-of-type:type-of-action-of:random-action-of-type-other-than:type-action:,V5W3,random-action-of-type:type-of-action-of:random-action-of-type-other-than:type-action:,V5W3,4,4,1,1
0,random-action-of-type:type-of-action-of:random-action-of-type:type-of-action-of:random-unexecuted-action-of-type:type-of-action-of:random-most-executed-action:,V5V525Y,random-action-of-type:type-of-action-of:random-most-executed-action:,V5Y,7,3,1,1
0,if-then-else:or:greater-than:number-of-actions-of-type:type-of-action-of:random-action-of-type:type-of-action-of:random-least-executed-action:number-of-actions-of-type:type-of-action-of:random-action-of-type:type-of-action-of:random-unexecuted-action:not:equals:number-of-actions-of-type:type-of-action-of:random-unexecuted-action-of-type:click-action:number-of-actions-of-type:type-of-action-of:random-unexecuted-action-of-type:hit-key-action:random-action-of-type:type-of-action-of:if-then-else:not:greater-than:number-of-actions-of-type:drag-action:number-of-actions-of-type:type-action:random-action-of-type:type-of-action-of:random-action-of-type:drag-action:random-action-of-type-other-than:type-of-action-of:random-action-of-type:click-action:random-unexecuted-action-of-type:type-of-action-of:random-unexecuted-action-of-type:type-of-action-of:random-unexecuted-action-of-type:type-of-action-of:random-action:,GSFK5V5XK5V51IEK52BK526V5GIFKCK3V5VCW5VB252525U,if-then-else:or:greater-than:number-of-actions-of-type:type-of-action-of:random-least-executed-action:number-of-actions-of-type:type-of-action-of:random-unexecuted-action:not:equals:number-of-actions-of-type:click-action:number-of-actions-of-type:hit-key-action:random-action-of-type:type-of-action-of:if-then-else:not:greater-than:number-of-actions-of-type:drag-action:number-of-actions-of-type:type-action:random-action-of-type:drag-action:random-action-of-type-other-than:click-action:random-unexecuted-action-of-type:type-of-action-of:random-action:,GSFK5XK51IEKBK6V5GIFKCK3VCWB25U,8,8,3,3
0,random-action-of-type-other-than:type-of-action-of:random-unexecuted-action:,W51,random-action-of-type-other-than:type-of-action-of:random-unexecuted-action:,W51,3,3,1,1
0,random-action-of-type-other-than:drag-action:,WC,random-action-of-type-other-than:drag-action:,WC,2,2,1,1
0,if-then-else:greater-than:number-of-actions:number-of-previous-actions:random-most-executed-action:if-then-else:and:not:type-actions-available:type-actions-available:previous-action:random-unexecuted-action:,GFJNYGAI44T1,if-then-else:greater-than:number-of-actions:number-of-previous-actions:random-most-executed-action:random-unexecuted-action:,GFJNY1,5,3,3,2
0,random-unexecuted-action-of-type:type-of-action-of:random-action-of-type-other-than:type-of-action-of:random-unexecuted-action-of-type:type-action:,25W523,random-unexecuted-action-of-type:type-of-action-of:random-action-of-type-other-than:type-action:,25W3,6,4,1,1
0,random-unexecuted-action-of-type:type-of-action-of:random-action-of-type:type-action:,25V3,random-unexecuted-action-of-type:type-action:,23,4,2,1,1
0,if-then-else:or:equalstype:click-action:hit-key-action:equalstype:click-action:click-action:random-unexecuted-action-of-type:type-of-action-of:random-least-executed-action:random-unexecuted-action-of-type:type-of-action-of:random-unexecuted-action:,GS8B68BB25X251,random-unexecuted-action-of-type:type-of-action-of:random-least-executed-action:,25X,4,3,2,1
0,random-unexecuted-action-of-type:type-of-action-of:random-unexecuted-action-of-type:hit-key-action:,2526,random-unexecuted-action-of-type:hit-key-action:,26,4,2,1,1
0,random-action-of-type:click-action:,VB,random-action-of-type:click-action:,VB,2,2,1,1
0,random-action-of-type-other-than:type-of-action-of:random-action-of-type:type-of-action-of:random-action-of-type:type-of-action-of:random-least-executed-action:,W5V5V5X,random-action-of-type-other-than:type-of-action-of:random-least-executed-action:,W5X,7,3,1,1
0,if-then-else:or:equalstype:type-of-action-of:random-action-of-type:drag-action:type-of-action-of:random-unexecuted-action-of-type:type-action:equalstype:type-of-action-of:if-then-else:state-has-not-changed:random-unexecuted-action:random-unexecuted-action:type-of-action-of:random-action-of-type-other-than:type-action:random-action-of-type:type-of-action-of:random-action-of-type-other-than:type-of-action-of:random-most-executed-action:if-then-else:equals:number-of-actions-of-type:type-of-action-of:random-unexecuted-action:number-of-actions-of-type:type-of-action-of:random-most-executed-action:random-action-of-type-other-than:type-of-action-of:if-then-else:type-actions-available:random-unexecuted-action:random-most-executed-action:random-action-of-type:type-of-action-of:if-then-else:type-actions-available:random-least-executed-action:random-most-executed-action:,GS85VC52385G7115W3V5W5YGEK51K5YW5G41YV5G4XY,if-then-else:equalstype:type-of-action-of:random-unexecuted-action:type-of-action-of:random-action-of-type-other-than:type-action:random-action-of-type:type-of-action-of:random-action-of-type-other-than:type-of-action-of:random-most-executed-action:if-then-else:equals:number-of-actions-of-type:type-of-action-of:random-unexecuted-action:number-of-actions-of-type:type-of-action-of:random-most-executed-action:random-action-of-type-other-than:type-of-action-of:if-then-else:type-actions-available:random-unexecuted-action:random-most-executed-action:random-action-of-type:type-of-action-of:if-then-else:type-actions-available:random-least-executed-action:random-most-executed-action:,G8515W3V5W5YGEK51K5YW5G41YV5G4XY,6,6,6,5
0,random-action-of-type-other-than:type-of-action-of:random-most-executed-action:,W5Y,random-action-of-type-other-than:type-of-action-of:random-most-executed-action:,W5Y,3,3,1,1
0,random-action-of-type:type-of-action-of:random-action-of-type:type-of-action-of:random-unexecuted-action-of-type:type-of-action-of:previous-action:,V5V525T,random-action-of-type:type-of-action-of:previous-action:,V5T,7,3,1,1
0,random-unexecuted-action-of-type:type-of-action-of:if-then-else:equals:number-of-actions-of-type:type-of-action-of:previous-action:number-of-actions-of-type:type-of-action-of:random-unexecuted-action:random-action-of-type-other-than:type-of-action-of:random-action-of-type:click-action:if-then-else:not:and:state-has-not-changed:type-actions-available:if-then-else:equalstype:hit-key-action:drag-action:random-action-of-type:drag-action:random-action-of-type:click-action:random-action-of-type:type-of-action-of:random-action:,25GEK5TK51W5VBGIA74G86CVCVBV5U,random-unexecuted-action-of-type:type-of-action-of:if-then-else:equals:number-of-actions-of-type:type-of-action-of:previous-action:number-of-actions-of-type:type-of-action-of:random-unexecuted-action:random-action-of-type-other-than:click-action:if-then-else:not:and:state-has-not-changed:type-actions-available:random-action-of-type:click-action:random-action:,25GEK5TK51WBGIA74VBU,7,7,4,3
0,random-action-of-type-other-than:type-of-action-of:previous-action:,W5T,random-action-of-type-other-than:type-of-action-of:previous-action:,W5T,3,3,1,1
0,random-action-of-type-other-than:type-of-action-of:if-then-else:equalstype:type-of-action-of:random-unexecuted-action:type-of-action-of:random-unexecuted-action:random-action-of-type-other-than:type-of-action-of:random-most-executed-action:random-action-of-type-other-than:type-of-action-of:random-most-executed-action:,W5G85151W5YW5Y,random-action-of-type-other-than:type-of-action-of:random-action-of-type-other-than:type-of-action-of:random-most-executed-action:,W5W5Y,6,5,2,1
0,if-then-else:greater-than:number-of-actions-of-type:type-of-action-of:if-then-else:greater-than:number-of-unexecuted-type-actions:number-of-actions:random-unexecuted-action-of-type:drag-action:random-action-of-type:hit-key-action:number-of-actions-of-type:type-of-action-of:random-action-of-type-other-than:type-of-action-of:random-least-executed-action:random-action-of-type-other-than:type-of-action-of:if-then-else:or:equalstype:hit-key-action:type-action:not:left-clicks-available:if-then-else:and:drag-actions-available:state-has-not-changed:random-action-of-type:type-action:if-then-else:drag-actions-available:random-most-executed-action:previous-action:random-action-of-type:type-of-action-of:random-unexecuted-action:random-action-of-type:type-of-action-of:random-action-of-type-other-than:type-of-action-of:random-action-of-type:click-action:,GFK5GFRJ2CV6K5W5XW5GS863IHGAD7V3GDYTV51V5W5VB,if-then-else:greater-than:number-of-actions-of-type:type-of-action-of:if-then-else:greater-than:number-of-unexecuted-type-actions:number-of-actions:random-unexecuted-action-of-type:drag-action:random-action-of-type:hit-key-action:number-of-actions-of-type:type-of-action-of:random-action-of-type-other-than:type-of-action-of:random-least-executed-action:random-action-of-type-other-than:type-of-action-of:if-then-else:not:left-clicks-available:if-then-else:and:drag-actions-available:state-has-not-changed:random-action-of-type:type-action:if-then-else:drag-actions-available:random-most-executed-action:previous-action:random-action-of-type:type-of-action-of:random-unexecuted-action:random-action-of-type:type-of-action-of:random-action-of-type-other-than:click-action:,GFK5GFRJ2CV6K5W5XW5GIHGAD7V3GDYTV51V5WB,7,7,6,6
0,random-action-of-type:type-of-action-of:random-action-of-type:hit-key-action:,V5V6,random-action-of-type:hit-key-action:,V6,4,2,1,1
0,random-action-of-type-other-than:type-of-action-of:random-unexecuted-action-of-type:type-of-action-of:random-action-of-type-other-than:type-of-action-of:random-unexecuted-action:,W525W51,random-action-of-type-other-than:type-of-action-of:random-action-of-type-other-than:type-of-action-of:random-unexecuted-action:,W5W51,7,5,1,1
0,if-then-else:and:not:equalstype:type-of-action-of:random-action-of-type-other-than:type-of-action-of:random-unexecuted-action:type-of-action-of:random-action-of-type:type-of-action-of:random-most-executed-action:equalstype:type-of-action-of:if-then-else:not:greater-than:number-of-actions:number-of-unexecuted-left-clicks:if-then-else:not:left-clicks-available:random-unexecuted-action-of-type:hit-key-action:random-unexecuted-action-of-type:click-action:random-action-of-type:type-of-action-of:random-action:type-of-action-of:random-action-of-type:type-of-action-of:if-then-else:type-actions-available:random-action:previous-action:random-action-of-type-other-than:type-of-action-of:if-then-else:equalstype:type-of-action-of:random-action-of-type-other-than:click-action:type-of-action-of:if-then-else:type-actions-available:random-least-executed-action:random-least-executed-action:random-action-of-type:type-of-action-of:random-action-of-type:click-action:random-unexecuted-action-of-type:type-of-action-of:if-then-else:drag-actions-available:previous-action:random-unexecuted-action:random-action-of-type:type-of-action-of:if-then-else:equalstype:type-of-action-of:random-action-of-type:drag-action:type-of-action-of:random-unexecuted-action-of-type:type-action:random-unexecuted-action-of-type:type-of-action-of:random-action-of-type-other-than:click-action:if-then-else:greater-than:number-of-actions-of-type:click-action:number-of-actions-of-type:click-action:random-unexecuted-action-of-type:type-of-action-of:random-action:random-unexecuted-action-of-type:type-of-action-of:random-unexecuted-action:,GAI85W515V5Y85GIFJQGIH262BV5U5V5G4UTW5G85WB5G4XXV5VB25GDT1V5G85VC52325WBGFKBKB25U251,if-then-else:and:not:equalstype:type-of-action-of:random-action-of-type-other-than:type-of-action-of:random-unexecuted-action:type-of-action-of:random-most-executed-action:equalstype:type-of-action-of:if-then-else:not:greater-than:number-of-actions:number-of-unexecuted-left-clicks:if-then-else:not:left-clicks-available:random-unexecuted-action-of-type:hit-key-action:random-unexecuted-action-of-type:click-action:random-action:type-of-action-of:if-then-else:type-actions-available:random-action:previous-action:random-action-of-type-other-than:type-of-action-of:if-then-else:equalstype:type-of-action-of:random-action-of-type-other-than:click-action:type-of-action-of:random-least-executed-action:random-action-of-type:click-action:random-unexecuted-action-of-type:type-of-action-of:if-then-else:drag-actions-available:previous-action:random-unexecuted-action:random-action-of-type:type-of-action-of:random-unexecuted-action:,GAI85W515Y85GIFJQGIH262BU5G4UTW5G85WB5XVB25GDT1V51,8,8,10,7
0,random-action-of-type-other-than:type-of-action-of:if-then-else:equalstype:type-action:type-action:random-action-of-type:drag-action:if-then-else:left-clicks-available:random-most-executed-action:random-least-executed-action:,W5G833VCGHYX,random-action-of-type-other-than:drag-action:,WC,5,2,3,1
0,if-then-else:equals:number-of-left-clicks:number-of-actions-of-type:drag-action:random-unexecuted-action-of-type:type-action:random-most-executed-action:,GEMKC23Y,if-then-else:equals:number-of-left-clicks:number-of-actions-of-type:drag-action:random-unexecuted-action-of-type:type-action:random-most-executed-action:,GEMKC23Y,4,4,2,2
0,random-action-of-type:type-of-action-of:random-action-of-type:type-of-action-of:random-action-of-type-other-than:type-of-action-of:random-action-of-type:click-action:,V5V5W5VB,random-action-of-type:type-of-action-of:random-action-of-type-other-than:click-action:,V5WB,8,4,1,1
0,random-unexecuted-action-of-type:type-of-action-of:if-then-else:equalstype:type-of-action-of:if-then-else:greater-than:number-of-actions:number-of-actions:random-unexecuted-action-of-type:click-action:if-then-else:left-clicks-available:random-unexecuted-action:random-action:type-of-action-of:random-action-of-type:type-of-action-of:random-unexecuted-action:random-action-of-type:type-of-action-of:random-action-of-type:type-of-action-of:previous-action:random-unexecuted-action-of-type:type-of-action-of:if-then-else:or:drag-actions-available:left-clicks-available:random-action-of-type:click-action:random-unexecuted-action-of-type:click-action:,25G85GFJJ2BGH1U5V51V5V5T25GSDHVB2B,random-unexecuted-action-of-type:type-of-action-of:if-then-else:equalstype:type-of-action-of:if-then-else:left-clicks-available:random-unexecuted-action:random-action:type-of-action-of:random-unexecuted-action:random-action-of-type:type-of-action-of:previous-action:random-unexecuted-action-of-type:type-of-action-of:if-then-else:or:drag-actions-available:left-clicks-available:random-action-of-type:click-action:random-unexecuted-action-of-type:click-action:,25G85GH1U51V5T25GSDHVB2B,8,8,5,4
0,if-then-else:greater-than:number-of-actions-of-type:type-of-action-of:random-action-of-type-other-than:type-of-action-of:random-action-of-type-other-than:drag-action:number-of-actions-of-type:type-of-action-of:random-action-of-type-other-than:type-of-action-of:if-then-else:drag-actions-available:random-least-executed-action:previous-action:if-then-else:or:equals:number-of-actions-of-type:type-of-action-of:random-action-of-type:type-action:number-of-actions-of-type:type-of-action-of:random-action-of-type-other-than:hit-key-action:or:and:and:or:type-actions-available:state-has-not-changed:and:drag-actions-available:drag-actions-available:greater-than:number-of-actions-of-type:click-action:number-of-actions-of-type:type-action:and:or:equals:number-of-actions:number-of-unexecuted-type-actions:equals:random-number:random-number:and:equalstype:type-action:click-action:equals:random-number:number-of-unexecuted-type-actions:random-unexecuted-action-of-type:type-of-action-of:random-action-of-type:type-of-action-of:if-then-else:drag-actions-available:random-most-executed-action:previous-action:random-action-of-type:type-of-action-of:if-then-else:equalstype:type-of-action-of:random-least-executed-action:type-of-action-of:random-most-executed-action:random-unexecuted-action-of-type:type-of-action-of:random-action:random-action-of-type-other-than:type-of-action-of:previous-action:random-action-of-type-other-than:type-of-action-of:random-action-of-type-other-than:type-of-action-of:if-then-else:equalstype:click-action:type-action:random-unexecuted-action-of-type:type-action:random-unexecuted-action-of-type:click-action:,GFK5W5WCK5W5GDXTGSEK5V3K5W6SAAS47ADDFKBK3ASEJREZZA83BEZR25V5GDYTV5G85X5Y25UW5TW5W5G8B3232B,if-then-else:greater-than:number-of-actions-of-type:type-of-action-of:random-action-of-type-other-than:type-of-action-of:random-action-of-type-other-than:drag-action:number-of-actions-of-type:type-of-action-of:random-action-of-type-other-than:type-of-action-of:if-then-else:drag-actions-available:random-least-executed-action:previous-action:if-then-else:or:equals:number-of-actions-of-type:type-action:number-of-actions-of-type:type-of-action-of:random-action-of-type-other-than:hit-key-action:and:and:or:type-actions-available:state-has-not-changed:drag-actions-available:greater-than:number-of-actions-of-type:click-action:number-of-actions-of-type:type-action:random-unexecuted-action-of-type:type-of-action-of:if-then-else:drag-actions-available:random-most-executed-action:previous-action:random-action-of-type:type-of-action-of:if-then-else:equalstype:type-of-action-of:random-least-executed-action:type-of-action-of:random-most-executed-action:random-unexecuted-action-of-type:type-of-action-of:random-action:random-action-of-type-other-than:type-of-action-of:previous-action:random-action-of-type-other-than:type-of-action-of:random-action-of-type-other-than:click-action:,GFK5W5WCK5W5GDXTGSEK3K5W6AAS47DFKBK325GDYTV5G85X5Y25UW5TW5WB,8,8,7,6
0,if-then-else:drag-actions-available:random-least-executed-action:random-unexecuted-action-of-type:click-action:,GDX2B,if-then-else:drag-actions-available:random-least-executed-action:random-unexecuted-action-of-type:click-action:,GDX2B,3,3,2,2
0,random-action-of-type:type-of-action-of:if-then-else:greater-than:number-of-actions-of-type:type-of-action-of:random-action-of-type-other-than:drag-action:number-of-actions-of-type:type-of-action-of:if-then-else:type-actions-available:random-least-executed-action:previous-action:random-unexecuted-action-of-type:type-of-action-of:random-unexecuted-action-of-type:type-of-action-of:previous-action:random-action-of-type:type-of-action-of:random-unexecuted-action-of-type:type-of-action-of:previous-action:,V5GFK5WCK5G4XT2525TV525T,random-action-of-type:type-of-action-of:if-then-else:greater-than:number-of-actions-of-type:type-of-action-of:random-action-of-type-other-than:drag-action:number-of-actions-of-type:type-of-action-of:if-then-else:type-actions-available:random-least-executed-action:previous-action:random-unexecuted-action-of-type:type-of-action-of:previous-action:random-action-of-type:type-of-action-of:previous-action:,V5GFK5WCK5G4XT25TV5T,8,8,3,3
0,random-action-of-type:type-of-action-of:previous-action:,V5T,random-action-of-type:type-of-action-of:previous-action:,V5T,3,3,1,1
0,if-then-else:state-has-not-changed:previous-action:previous-action:,G7TT,previous-action:,T,2,1,2,1
0,if-then-else:equals:number-of-type-actions:number-of-drag-actions:random-action-of-type-other-than:type-action:random-action-of-type:drag-action:,GEOLW3VC,if-then-else:equals:number-of-type-actions:number-of-drag-actions:random-action-of-type-other-than:type-action:random-action-of-type:drag-action:,GEOLW3VC,3,3,2,2
0,random-unexecuted-action-of-type:type-of-action-of:random-action-of-type:type-of-action-of:if-then-else:type-actions-available:random-least-executed-action:random-action:,25V5G4XU,random-unexecuted-action-of-type:type-of-action-of:if-then-else:type-actions-available:random-least-executed-action:random-action:,25G4XU,6,4,2,2
0,if-then-else:type-actions-available:random-action:random-action:,G4UU,random-action:,U,2,1,2,1
0,random-action-of-type:type-of-action-of:random-unexecuted-action-of-type:type-of-action-of:random-action-of-type:type-of-action-of:random-most-executed-action:,V525V5Y,random-action-of-type:type-of-action-of:random-most-executed-action:,V5Y,7,3,1,1
